referrer,views_total,views_unique
github.com,227,68
Google,81,31
roost.tools,42,14
chatgpt.com,8,5
julietshen.online,2,2
Bing,2,1
DuckDuckGo,2,1
roostorg.github.io,1,1
search.brave.com,1,1
tangled.org,1,1
