referrer,views_total,views_unique
github.com,413,146
Google,71,45
go.bsky.app,48,38
coop-563-followup.serendipty01.dev,32,2
roost.tools,29,15
roostorg.github.io,18,6
cubic.dev,6,3
job-boards.greenhouse.io,4,4
l.facebook.com,4,1
chatgpt.com,3,3
