url_path,views_total,views_unique
/roostorg/coop,458,193
/roostorg/coop/pulls,225,18
/roostorg/coop/issues,99,20
/roostorg/coop/pull/718,38,14
/roostorg/coop/commits/main,35,6
/roostorg/coop/pull/1173,30,7
/roostorg/coop/pull/1026,24,4
/roostorg/coop/discussions,20,10
/roostorg/coop/pull/1189,20,9
/roostorg/coop/issues/833,19,5
