url_path,views_total,views_unique
/roostorg/coop,221,114
/roostorg/coop/pulls,143,16
/roostorg/coop/issues,77,21
/roostorg/coop/pull/718,28,7
/roostorg/coop/pull/1057,24,13
/roostorg/coop/pull/1030,20,10
/roostorg/coop/pull/1067,17,5
/roostorg/coop/pull/1121,16,8
/roostorg/coop/pull/1118,15,4
/roostorg/coop/discussions,13,11
