referrer,views_total,views_unique
github.com,493,142
Google,79,58
go.bsky.app,37,27
roost.tools,36,17
coop-563-followup.serendipty01.dev,32,2
community.roost.tools,17,1
roostorg.github.io,13,2
DuckDuckGo,4,4
l.facebook.com,4,1
Bing,3,3
