url_path,views_total,views_unique
/roostorg/coop,522,196
/roostorg/coop/pulls,223,21
/roostorg/coop/issues,80,24
/roostorg/coop/pull/1208,39,9
/roostorg/coop/pull/1173,32,9
/roostorg/coop/commits/main,31,6
/roostorg/coop/releases/tag/1.1.0-alpha,29,22
/roostorg/coop/pull/718,29,11
/roostorg/coop/pull/1189,28,11
/roostorg/coop/pull/1026,23,3
