url_path,views_total,views_unique
/roostorg/coop-integration-example/pull/4,10,4
/roostorg/coop-integration-example,1,1
/roostorg/coop-integration-example/compare/coop-example-rename-charcoal-logo,1,1
/roostorg/coop-integration-example/pull/4/changes,1,1
/roostorg/coop-integration-example/pulls,1,1
