url_path,views_total,views_unique
/roostorg/awesome-safety-tools,65,53
/roostorg/awesome-safety-tools/issues,2,2
/roostorg/awesome-safety-tools/pulls,2,2
/roostorg/awesome-safety-tools/blob/main/README.md,1,1
/roostorg/awesome-safety-tools/tree/main/.github,1,1
