url_path,views_total,views_unique
/roostorg/awesome-safety-tools,79,52
/roostorg/awesome-safety-tools/pulls,12,3
/roostorg/awesome-safety-tools/pull/69,8,1
/roostorg/awesome-safety-tools/pull/67,5,1
/roostorg/awesome-safety-tools/issues,4,3
/roostorg/awesome-safety-tools/pull/63,4,2
/roostorg/awesome-safety-tools/pull/69/changes,4,1
/roostorg/awesome-safety-tools/pull/61,3,2
/roostorg/awesome-safety-tools/blob/main/README.md,2,2
/roostorg/awesome-safety-tools/issues/70,2,2
