referrer,views_total,views_unique
Google,101,42
github.com,83,37
discord.com,46,21
roost.tools,12,9
robust-open-online-safety-tools.breezy.hr,9,6
search.brave.com,9,2
developers.openai.com,2,2
linkedin.com,2,2
arxiv.org,1,1
infoq.com,1,1
