url_path,views_total,views_unique
/roostorg/osprey,229,139
/roostorg/osprey/pulls,28,15
/roostorg/osprey/issues,24,11
/roostorg/osprey/tree/main/docs,17,8
/roostorg/osprey/pull/459,17,7
/roostorg/osprey/blob/main/docs/rules.md,15,5
/roostorg/osprey/pull/402,13,5
/roostorg/osprey/pull/388,11,5
/roostorg/osprey/pull/462,10,6
/roostorg/osprey/pull/402/changes,10,3
