referrer,views_total,views_unique
Google,101,42
github.com,101,40
discord.com,45,21
roost.tools,13,9
search.brave.com,9,2
robust-open-online-safety-tools.breezy.hr,8,5
developers.openai.com,2,2
linkedin.com,2,2
roostorg.github.io,2,2
arxiv.org,1,1
