referrer,views_total,views_unique
github.com,121,47
Google,87,37
developers.openai.com,49,1
roost.tools,45,16
chatgpt.com,25,2
discord.com,17,14
linkedin.com,8,1
robust-open-online-safety-tools.breezy.hr,8,1
Bing,4,1
go.bsky.app,3,3
