referrer,views_total,views_unique
github.com,128,48
Google,62,35
roost.tools,45,16
chatgpt.com,26,3
discord.com,18,14
linkedin.com,8,1
Bing,4,1
kagi.com,3,1
search.brave.com,3,1
go.bsky.app,2,2
