referrer,views_total,views_unique
Google,102,38
github.com,79,34
developers.openai.com,49,1
discord.com,39,18
roost.tools,38,12
robust-open-online-safety-tools.breezy.hr,14,5
search.brave.com,3,2
Bing,2,1
indieweb.social,2,1
DuckDuckGo,1,1
