url_path,views_total,views_unique
/roostorg/osprey,228,142
/roostorg/osprey/pull/509,42,9
/roostorg/osprey/pulls,38,17
/roostorg/osprey/issues,32,14
/roostorg/osprey/blob/main/docs/rules.md,17,4
/roostorg/osprey/discussions/510,15,7
/roostorg/osprey/graphs/contributors,14,9
/roostorg/osprey/issues/58,14,8
/roostorg/osprey/pull/490,11,8
/roostorg/osprey/pull/120,11,1
