referrer,views_total,views_unique
Google,100,39
github.com,84,31
developers.openai.com,49,1
discord.com,42,17
roost.tools,40,12
robust-open-online-safety-tools.breezy.hr,16,5
search.brave.com,7,2
Bing,2,1
indieweb.social,2,1
DuckDuckGo,1,1
