referrer,views_total,views_unique
github.com,212,65
Google,73,35
discord.com,63,22
roost.tools,32,23
chatgpt.com,30,4
linkedin.com,8,1
robust-open-online-safety-tools.breezy.hr,4,2
search.brave.com,4,2
go.bsky.app,3,3
kagi.com,3,1
