referrer,views_total,views_unique
Google,97,42
github.com,74,33
discord.com,30,20
roost.tools,13,10
search.brave.com,9,2
robust-open-online-safety-tools.breezy.hr,8,6
job-boards.greenhouse.io,4,3
developers.openai.com,2,2
linkedin.com,2,2
roostorg.github.io,2,1
