referrer,views_total,views_unique
github.com,106,39
Google,97,38
developers.openai.com,51,3
discord.com,45,21
roost.tools,14,10
robust-open-online-safety-tools.breezy.hr,9,5
search.brave.com,9,2
linkedin.com,2,2
roostorg.github.io,2,2
arxiv.org,1,1
