referrer,views_total,views_unique
Google,112,42
github.com,83,36
developers.openai.com,49,1
roost.tools,40,13
discord.com,36,15
robust-open-online-safety-tools.breezy.hr,12,4
Bing,4,1
docs.numerique.gouv.fr,2,1
indieweb.social,2,1
search.brave.com,2,1
