time_iso8601,stars_cumulative
2025-08-09 00:00:00+00:00,1
2025-08-20 00:00:00+00:00,2
2025-10-29 00:00:00+00:00,3
2025-12-09 00:00:00+00:00,4
2025-12-11 00:00:00+00:00,5
2025-12-15 00:00:00+00:00,6
2026-03-04 00:00:00+00:00,7
2026-05-05 00:00:00+00:00,8
2026-08-25 00:00:00+00:00,9
